490, 0
492, 0
499, 131
497, 243
502, 330
492, 487
460, 953
466, 1022
480, 1022
511, 1023
537, 1022
540, 1023
560, 1022
563, 559
569, 0
542, 0
504, 0
507, 0
498, 0
492, 0
490, 0
486, 0
496, 146
492, 258
493, 344
489, 499
469, 974
466, 1022
482, 1022
515, 1023
537, 1022
534, 1022
557, 1022
572, 554
569, 0
539, 0
499, 0
497, 0
499, 0
496, 0
494, 0
495, 6
498, 147
497, 258
499, 339
483, 493
460, 966
464, 1022
479, 1022
518, 1022
543, 1022
543, 1022
559, 1022
561, 545
574, 0
536, 0
504, 0
500, 0
497, 0
493, 0
492, 0
491, 0
489, 142
497, 250
500, 338
492, 501
464, 984
463, 1022
481, 1022
510, 1022
540, 1022
539, 1022
559, 1022
572, 535
571, 0
529, 0
497, 0
502, 0
502, 0
496, 0
487, 0
495, 7
496, 150
494, 259
503, 348
491, 510
462, 988
462, 1022
477, 1022
518, 1023
538, 1022
529, 1022
559, 1022
572, 526
568, 0
531, 0
504, 0
505, 0
505, 0
492, 0
490, 0
493, 2
498, 147
493, 262
497, 347
479, 510
468, 995
468, 1022
486, 1022
515, 1022
536, 1022
546, 1022
562, 1022
572, 526
569, 0
530, 0
502, 0
501, 0
498, 0
492, 0
490, 0
492, 0
495, 148
494, 259
501, 347
486, 511
454, 998
465, 1022
486, 1022
515, 1022
534, 1022
540, 1022
563, 1022
565, 521
574, 0
535, 0
510, 0
504, 0
496, 0
493, 0
490, 0
493, 3
497, 145
493, 254
498, 342
487, 510
460, 1000
467, 1022
484, 1023
515, 1023
540, 1022
537, 1022
561, 1022
572, 515
569, 0
533, 0
497, 0
500, 0
499, 0
489, 0
493, 0
497, 2
497, 146
490, 255
507, 344
492, 515
454, 1006
462, 1022
479, 1022
516, 1022
537, 1022
543, 1023
559, 1022
571, 504
563, 0
527, 0
501, 0
500, 0
496, 0
501, 0
498, 0
503, 25
494, 156
495, 265
506, 351
484, 522
462, 1011
466, 1022
483, 1022
518, 1023
539, 1022
539, 1022
557, 1022
572, 502
574, 0
523, 0
500, 0
505, 0
497, 0
493, 0
487, 0
496, 22
492, 155
492, 262
493, 345
488, 519
456, 1014
470, 1022
479, 1022
516, 1022
542, 1022
547, 1022
563, 1022
566, 493
568, 0
530, 0
499, 0
501, 0
499, 0
496, 0
492, 0
493, 24
490, 161
489, 269
501, 359
494, 531
461, 1017
474, 1022
477, 1022
514, 1023
533, 1022
538, 1022
556, 1022
568, 486
579, 0
535, 0
495, 0
500, 0
501, 0
504, 0
490, 0
491, 17
499, 148
498, 255
502, 341
490, 519
457, 1019
464, 1022
482, 1022
518, 1022
536, 1022
537, 1022
553, 1022
568, 484
571, 0
531, 0
498, 0
506, 0
496, 0
494, 0
489, 0
499, 21
489, 157
500, 263
493, 347
489, 523
470, 1019
468, 1022
483, 1023
520, 1023
543, 1022
548, 1023
559, 1022
570, 473
568, 0
528, 0
491, 0
500, 0
492, 0
495, 0
493, 0
491, 28
493, 160
491, 266
502, 350
490, 531
460, 1020
476, 1022
483, 1023
519, 1023
542, 1022
541, 1022
558, 1022
567, 466
575, 0
525, 0
500, 0
504, 0
494, 0
489, 0
496, 0
498, 19
490, 153
489, 260
501, 345
496, 531
458, 1021
472, 1022
485, 1022
516, 1023
533, 1022
539, 1022
560, 1022
582, 457
569, 0
527, 0
496, 0
502, 0
493, 0
495, 0
490, 0
498, 27
493, 160
497, 266
503, 351
487, 536
453, 1022
469, 1022
490, 1022
519, 1022
537, 1022
540, 1023
558, 1022
570, 451
564, 0
521, 0
493, 0
507, 0
501, 0
502, 0
486, 0
498, 25
494, 155
496, 261
504, 344
488, 530
459, 1022
463, 1022
481, 1023
522, 1023
540, 1022
543, 1022
559, 1022
572, 458
569, 0
526, 0
499, 0
495, 0
492, 0
492, 0
500, 0
496, 25
495, 159
500, 261
502, 344
495, 534
464, 1022
467, 1022
483, 1022
528, 1022
533, 1022
543, 1022
559, 1022
571, 441
568, 0
524, 0
499, 0
503, 0
501, 0
497, 0
484, 0
499, 29
489, 162
497, 269
497, 348
487, 535
458, 1022
469, 1022
485, 1022
521, 1022
536, 1022
536, 1022
559, 1022
568, 440
577, 0
524, 0
499, 0
495, 0
488, 0
496, 0
495, 0
504, 34
497, 166
491, 269
504, 352
490, 545
455, 1022
467, 1022
479, 1022
521, 1022
539, 1022
537, 1022
558, 1022
570, 429
574, 0
528, 0
498, 0
504, 0
489, 0
502, 0
491, 0
491, 39
497, 173
494, 275
503, 356
495, 550
458, 1022
471, 1022
486, 1022
518, 1022
535, 1022
547, 1023
563, 1022
563, 417
568, 0
528, 0
502, 0
499, 0
495, 0
492, 0
490, 0
491, 30
496, 168
496, 273
502, 355
490, 550
455, 1022
470, 1022
482, 1022
519, 1022
539, 1022
545, 1022
563, 1022
567, 420
565, 0
525, 0
506, 0
498, 0
498, 0
489, 0
497, 0
504, 33
484, 166
499, 271
493, 355
493, 555
459, 1022
464, 1022
486, 1022
517, 1022
544, 1023
545, 1022
560, 1022
565, 412
570, 0
519, 0
498, 0
498, 0
495, 0
493, 0
496, 0
496, 35
492, 166
493, 271
503, 354
487, 558
457, 1022
458, 1022
487, 1023
524, 1022
537, 1022
547, 1023
560, 1022
575, 408
571, 0
515, 0
496, 0
504, 0
495, 0
495, 0
500, 0
493, 38
492, 171
499, 274
507, 356
486, 558
461, 1022
466, 1022
487, 1022
515, 1022
544, 1022
545, 1022
552, 1022
574, 403
565, 0
526, 0
501, 0
500, 0
503, 0
495, 0
493, 0
494, 35
496, 169
503, 275
502, 351
487, 556
457, 1022
466, 1022
484, 1022
515, 1022
537, 1022
545, 1023
559, 1022
573, 395
568, 0
521, 0
501, 0
503, 0
494, 0
498, 0
489, 0
493, 38
499, 171
493, 274
496, 354
492, 562
456, 1022
467, 1022
485, 1022
523, 1023
541, 1022
546, 1023
559, 1022
580, 387
562, 0
524, 0
497, 0
499, 0
493, 0
495, 0
494, 0
496, 46
497, 175
495, 274
496, 355
494, 565
461, 1022
473, 1022
480, 1022
515, 1022
545, 1022
547, 1022
566, 1022
570, 374
567, 0
524, 0
501, 0
505, 0
493, 0
492, 0
486, 0
503, 41
495, 176
502, 283
502, 364
483, 575
457, 1022
469, 1022
490, 1022
521, 1023
540, 1022
547, 1022
553, 1022
569, 375
565, 0
524, 0
504, 0
504, 0
496, 0
494, 0
489, 0
500, 43
494, 182
499, 284
500, 360
489, 573
460, 1022
464, 1022
491, 1022
525, 1022
545, 1022
545, 1022
563, 1022
570, 369
571, 0
515, 0
502, 0
499, 0
492, 0
489, 0
494, 0
497, 48
494, 176
495, 278
508, 356
486, 574
454, 1022
471, 1022
488, 1022
528, 1022
537, 1022
549, 1022
569, 1022
577, 367
563, 0
521, 0
493, 0
498, 0
496, 0
494, 0
488, 0
490, 44
495, 175
497, 275
504, 352
493, 575
454, 1022
474, 1022
487, 1022
518, 1022
532, 1022
550, 1022
564, 1022
570, 359
568, 0
519, 0
508, 0
502, 0
498, 0
493, 0
490, 0
495, 54
485, 183
493, 280
497, 358
489, 579
465, 1022
478, 1022
492, 1022
518, 1022
540, 1022
552, 1022
564, 1022
572, 345
561, 0
513, 0
498, 0
498, 0
495, 0
500, 0
494, 0
492, 52
493, 188
495, 290
509, 367
490, 589
460, 1022
466, 1022
489, 1022
528, 1022
537, 1022
548, 1022
566, 1022
570, 343
561, 0
516, 0
499, 0
505, 0
496, 0
485, 0
489, 0
500, 37
497, 170
503, 272
504, 357
482, 588
456, 1022
472, 1022
489, 1022
524, 1022
539, 1022
543, 1022
562, 1022
570, 341
564, 0
519, 0
501, 0
499, 0
506, 0
499, 0
491, 0
491, 46
490, 177
497, 280
503, 357
485, 588
450, 1022
470, 1022
493, 1022
524, 1022
543, 1022
547, 1022
563, 1021
574, 325
568, 0
511, 0
504, 0
500, 0
499, 0
492, 0
489, 0
493, 41
498, 174
496, 278
508, 356
488, 591
455, 1022
469, 1022
488, 1022
533, 1022
542, 1023
542, 1022
564, 1022
567, 329
572, 0
513, 0
506, 0
503, 0
496, 0
493, 0
491, 0
493, 48
494, 182
500, 281
497, 357
492, 593
458, 1022
469, 1022
489, 1022
518, 1022
538, 1022
548, 1022
563, 1019
574, 314
565, 0
518, 0
500, 0
495, 0
496, 0
494, 0
491, 0
497, 51
491, 182
499, 279
503, 358
487, 600
465, 1022
476, 1022
