488, 1022
523, 1022
542, 1022
549, 1022
554, 1021
569, 318
566, 0
517, 0
502, 0
500, 0
492, 0
493, 0
492, 0
501, 44
498, 179
500, 280
505, 360
487, 606
451, 1022
471, 1022
492, 1022
519, 1022
540, 1022
545, 1023
554, 1019
578, 306
564, 0
519, 0
502, 0
502, 0
501, 0
486, 0
494, 0
491, 51
498, 185
493, 286
506, 363
494, 610
461, 1022
471, 1022
497, 1022
523, 1022
536, 1022
544, 1023
567, 1017
574, 303
561, 0
518, 0
503, 0
508, 0
495, 0
490, 0
491, 0
491, 59
494, 192
496, 289
510, 364
489, 609
454, 1022
467, 1022
488, 1022
519, 1022
546, 1022
549, 1022
556, 1008
575, 296
565, 0
519, 0
505, 0
491, 0
497, 0
493, 0
492, 0
495, 54
497, 186
503, 287
505, 363
483, 615
463, 1022
468, 1022
492, 1022
521, 1023
536, 1022
539, 1022
559, 1007
583, 291
563, 0
515, 0
506, 0
506, 0
499, 0
497, 0
489, 0
489, 59
490, 193
503, 291
508, 367
485, 623
457, 1022
473, 1022
492, 1022
520, 1022
537, 1022
547, 1023
566, 992
576, 287
573, 0
518, 0
504, 0
497, 0
492, 0
488, 0
494, 0
496, 63
491, 193
502, 287
503, 363
491, 620
456, 1022
464, 1022
489, 1022
524, 1022
550, 1022
549, 1022
558, 980
573, 280
571, 0
515, 0
507, 0
500, 0
495, 0
500, 0
492, 0
496, 46
492, 180
499, 287
496, 367
487, 630
457, 1022
466, 1022
491, 1022
519, 1022
545, 1022
549, 1022
554, 978
568, 276
566, 0
524, 0
503, 0
498, 0
502, 0
493, 0
493, 0
486, 51
488, 187
501, 288
504, 364
493, 625
457, 1022
472, 1022
492, 1022
523, 1022
544, 1022
543, 1022
567, 972
576, 277
561, 0
518, 0
504, 0
503, 0
500, 0
494, 0
487, 0
491, 57
495, 188
499, 287
492, 365
491, 634
458, 1022
470, 1022
494, 1022
526, 1022
542, 1022
547, 1022
568, 965
574, 270
564, 0
512, 0
511, 0
494, 0
501, 0
491, 0
485, 0
495, 68
499, 197
495, 294
500, 368
492, 636
463, 1022
471, 1022
492, 1022
520, 1022
535, 1022
551, 1022
566, 946
574, 253
567, 0
510, 0
504, 0
499, 0
491, 0
493, 0
